time,price,magnetisation,return
420,0.988073,-0.042400,2.319609
421,0.986493,-0.044000,-0.582115
422,0.981770,-0.048800,-1.742804
423,0.984129,-0.046400,0.868747
424,0.985705,-0.044800,0.578575
425,0.983342,-0.047200,-0.872289
426,0.984129,-0.046400,0.288403
427,0.984916,-0.045600,0.288402
428,0.985705,-0.044800,0.288403
429,0.986493,-0.044000,0.288402
430,0.986493,-0.044000,-0.001770
431,0.982555,-0.048000,-1.452633
432,0.985705,-0.044800,1.158920
433,0.984916,-0.045600,-0.291943
434,0.986493,-0.044000,0.578575
435,0.980985,-0.049600,-2.032978
436,0.982555,-0.048000,0.578575
437,0.984129,-0.046400,0.578575
438,0.979416,-0.051200,-1.742804
439,0.981770,-0.048800,0.868747
440,0.983342,-0.047200,0.578574
441,0.984129,-0.046400,0.288403
442,0.984129,-0.046400,-0.001770
443,0.984916,-0.045600,0.288402
444,0.980985,-0.049600,-1.452633
445,0.981770,-0.048800,0.288403
446,0.976287,-0.054400,-2.032978
447,0.977068,-0.053600,0.288403
448,0.985705,-0.044800,3.190127
449,0.987283,-0.043200,0.578574
450,0.986493,-0.044000,-0.291942
451,0.985705,-0.044800,-0.291942
452,0.980985,-0.049600,-1.742806
453,0.979416,-0.051200,-0.582114
454,0.973168,-0.057600,-2.323150
455,0.970835,-0.060000,-0.872287
456,0.968508,-0.062400,-0.872287
457,0.966186,-0.064800,-0.872289
458,0.970835,-0.060000,1.739266
459,0.972390,-0.058400,0.578574
460,0.977850,-0.052800,2.029438
461,0.977850,-0.052800,-0.001770
462,0.980985,-0.049600,1.158919
463,0.981770,-0.048800,0.288403
464,0.983342,-0.047200,0.578574
465,0.979416,-0.051200,-1.452631
466,0.977068,-0.053600,-0.872287
467,0.976287,-0.054400,-0.291943
468,0.977068,-0.053600,0.288403
469,0.977068,-0.053600,-0.001770
470,0.975506,-0.055200,-0.582115
471,0.977068,-0.053600,0.578575
472,0.970835,-0.060000,-2.323150
473,0.970059,-0.060800,-0.291943
474,0.971612,-0.059200,0.578575
475,0.970059,-0.060800,-0.582115
476,0.974726,-0.056000,1.739264
477,0.976287,-0.054400,0.578575
478,0.977068,-0.053600,0.288403
479,0.975506,-0.055200,-0.582115
480,0.974726,-0.056000,-0.291943
481,0.969283,-0.061600,-2.032976
482,0.966960,-0.064000,-0.872289
483,0.970835,-0.060000,1.449094
484,0.966186,-0.064800,-1.742806
