time,price,magnetisation,return
482,1.068655,0.015200,0.699721
483,1.071223,0.017600,1.049984
484,1.071223,0.017600,-0.000806
485,1.072080,0.018400,0.349458
486,1.072938,0.019200,0.349458
487,1.074656,0.020800,0.699720
488,1.073797,0.020000,-0.351069
489,1.071223,0.017600,-1.051595
490,1.070366,0.016800,-0.351069
491,1.070366,0.016800,-0.000806
492,1.071223,0.017600,0.349458
493,1.071223,0.017600,-0.000806
494,1.071223,0.017600,-0.000806
495,1.072938,0.019200,0.699721
496,1.073797,0.020000,0.349457
497,1.074656,0.020800,0.349458
498,1.076377,0.022400,0.699720
499,1.074656,0.020800,-0.701331
500,1.076377,0.022400,0.699720
501,1.078963,0.024800,1.049984
502,1.078963,0.024800,-0.000806
503,1.078100,0.024000,-0.351069
504,1.078963,0.024800,0.349458
505,1.079827,0.025600,0.349457
506,1.080691,0.026400,0.349458
507,1.077238,0.023200,-1.401858
508,1.076377,0.022400,-0.351069
509,1.077238,0.023200,0.349458
510,1.078100,0.024000,0.349458
511,1.079827,0.025600,0.699720
512,1.083288,0.028800,1.400247
513,1.084155,0.029600,0.349458
514,1.082421,0.028000,-0.701331
515,1.084155,0.029600,0.699720
516,1.085891,0.031200,0.699720
517,1.083288,0.028800,-1.051595
518,1.079827,0.025600,-1.401858
519,1.079827,0.025600,-0.000806
520,1.078963,0.024800,-0.351068
521,1.078100,0.024000,-0.351069
522,1.079827,0.025600,0.699720
523,1.078100,0.024000,-0.701331
524,1.077238,0.023200,-0.351069
525,1.078100,0.024000,0.349458
526,1.077238,0.023200,-0.351069
527,1.078100,0.024000,0.349458
528,1.076377,0.022400,-0.701332
529,1.075516,0.021600,-0.351068
530,1.076377,0.022400,0.349457
531,1.072938,0.019200,-1.401857
532,1.076377,0.022400,1.400246
533,1.077238,0.023200,0.349458
534,1.078100,0.024000,0.349458
535,1.074656,0.020800,-1.401858
536,1.072080,0.018400,-1.051595
537,1.074656,0.020800,1.049984
538,1.076377,0.022400,0.699720
539,1.075516,0.021600,-0.351068
540,1.074656,0.020800,-0.351069
541,1.073796,0.020000,-0.351069
542,1.072080,0.018400,-0.701331
543,1.072080,0.018400,-0.000806
544,1.072080,0.018400,-0.000806
545,1.072080,0.018400,-0.000806
546,1.072080,0.018400,-0.000806
547,1.074656,0.020800,1.049984
548,1.073796,0.020000,-0.351069
549,1.076376,0.022400,1.049984
550,1.074656,0.020800,-0.701331
551,1.074656,0.020800,-0.000806
552,1.075516,0.021600,0.349458
553,1.074656,0.020800,-0.351069
554,1.076376,0.022400,0.699720
555,1.078963,0.024800,1.049984
556,1.078963,0.024800,-0.000806
557,1.078963,0.024800,-0.000806
558,1.078963,0.024800,-0.000806
559,1.078963,0.024800,-0.000806
560,1.078963,0.024800,-0.000806
561,1.080691,0.026400,0.699720
562,1.080691,0.026400,-0.000806
563,1.082421,0.028000,0.699721
564,1.080691,0.026400,-0.701332
565,1.080691,0.026400,-0.000806
566,1.079826,0.025600,-0.351069
567,1.081555,0.027200,0.699721
568,1.082421,0.028000,0.349458
569,1.080691,0.026400,-0.701332
570,1.079826,0.025600,-0.351069
571,1.078100,0.024000,-0.701331
572,1.075516,0.021600,-1.051595
573,1.073796,0.020000,-0.701332
574,1.074656,0.020800,0.349458
575,1.074656,0.020800,-0.000806
576,1.074656,0.020800,-0.000806
577,1.076376,0.022400,0.699720
578,1.074656,0.020800,-0.701331
579,1.078100,0.024000,1.400247
580,1.078963,0.024800,0.349458
581,1.078963,0.024800,-0.000806
582,1.080691,0.026400,0.699720
583,1.082421,0.028000,0.699721
584,1.082421,0.028000,-0.000806
585,1.082421,0.028000,-0.000806
586,1.083287,0.028800,0.349457
587,1.085890,0.031200,1.049984
588,1.085890,0.031200,-0.000806
589,1.085022,0.030400,-0.351068
590,1.083287,0.028800,-0.701332
591,1.082421,0.028000,-0.351068
592,1.080691,0.026400,-0.701332
593,1.083287,0.028800,1.049984
594,1.081556,0.027200,-0.701331
595,1.081556,0.027200,-0.000806
596,1.082421,0.028000,0.349458
597,1.079826,0.025600,-1.051596
598,1.079826,0.025600,-0.000806
599,1.076377,0.022400,-1.401858
600,1.075516,0.021600,-0.351068
601,1.073796,0.020000,-0.701332
602,1.071222,0.017600,-1.051595
603,1.073796,0.020000,1.049984
604,1.074656,0.020800,0.349458
605,1.072080,0.018400,-1.051595
606,1.070366,0.016800,-0.701332
607,1.068654,0.015200,-0.701331
608,1.071222,0.017600,1.049984
609,1.070366,0.016800,-0.351069
610,1.072080,0.018400,0.699721
611,1.072937,0.019200,0.349458
612,1.071222,0.017600,-0.701332
613,1.069510,0.016000,-0.701331
614,1.069510,0.016000,-0.000806
615,1.068654,0.015200,-0.351069
616,1.067800,0.014400,-0.351069
617,1.067800,0.014400,-0.000806
618,1.070366,0.016800,1.049984
619,1.070366,0.016800,-0.000806
620,1.071222,0.017600,0.349458
621,1.070366,0.016800,-0.351069
622,1.068654,0.015200,-0.701331
623,1.068654,0.015200,-0.000806
624,1.072079,0.018400,1.400247
625,1.072079,0.018400,-0.000806
626,1.073796,0.020000,0.699720
627,1.072937,0.019200,-0.351068
628,1.074656,0.020800,0.699720
629,1.074656,0.020800,-0.000806
630,1.074656,0.020800,-0.000806
631,1.075516,0.021600,0.349458
632,1.073796,0.020000,-0.701332
633,1.073796,0.020000,-0.000806
634,1.075516,0.021600,0.699721
635,1.076376,0.022400,0.349457
636,1.075516,0.021600,-0.351068
637,1.073796,0.020000,-0.701332
638,1.072079,0.018400,-0.701331
639,1.068654,0.015200,-1.401858
640,1.066946,0.013600,-0.701332
641,1.067800,0.014400,0.349457
642,1.064388,0.011200,-1.401858
643,1.067800,0.014400,1.400247
644,1.070365,0.016800,1.049984
645,1.070365,0.016800,-0.000806
646,1.068654,0.015200,-0.701331
647,1.067800,0.014400,-0.351069
648,1.066946,0.013600,-0.351069
649,1.066092,0.012800,-0.351069
650,1.066092,0.012800,-0.000806
651,1.067800,0.014400,0.699721
652,1.066092,0.012800,-0.701332
653,1.066946,0.013600,0.349458
654,1.068654,0.015200,0.699721
655,1.069509,0.016000,0.349458
656,1.071222,0.017600,0.699720
657,1.071222,0.017600,-0.000806
658,1.071222,0.017600,-0.000806
659,1.069509,0.016000,-0.701331
660,1.067800,0.014400,-0.701332
661,1.068654,0.015200,0.349458
662,1.070365,0.016800,0.699720
663,1.071222,0.017600,0.349458
664,1.072079,0.018400,0.349458
665,1.073796,0.020000,0.699720
666,1.074656,0.020800,0.349458
667,1.072079,0.018400,-1.051595
668,1.070365,0.016800,-0.701332
669,1.070365,0.016800,-0.000806
670,1.072937,0.019200,1.049984
671,1.072079,0.018400,-0.351069
672,1.069510,0.016000,-1.051595
673,1.069510,0.016000,-0.000806
674,1.066946,0.013600,-1.051595
675,1.064388,0.011200,-1.051595
676,1.064388,0.011200,-0.000806
677,1.063537,0.010400,-0.351069
678,1.062687,0.009600,-0.351069
679,1.061837,0.008800,-0.351069
680,1.061837,0.008800,-0.000806
681,1.062687,0.009600,0.349458
682,1.062687,0.009600,-0.000806
683,1.063537,0.010400,0.349457
684,1.061837,0.008800,-0.701332
685,1.062687,0.009600,0.349458
686,1.061837,0.008800,-0.351069
687,1.064388,0.011200,1.049984
688,1.062686,0.009600,-0.701331
689,1.059291,0.006400,-1.401858
690,1.060139,0.007200,0.349458
691,1.060987,0.008000,0.349458
692,1.060987,0.008000,-0.000806
693,1.059291,0.006400,-0.701332
694,1.060987,0.008000,0.699721
695,1.061837,0.008800,0.349457
696,1.060987,0.008000,-0.351069
697,1.060139,0.007200,-0.351069
698,1.060987,0.008000,0.349458
699,1.060987,0.008000,-0.000806
