time,index
318,2552.7000
319,2591.3999
320,2623.8000
321,2586.0000
322,2592.0000
323,2588.1001
324,2602.8999
325,2589.8999
326,2602.6001
327,2641.1001
328,2577.8999
329,2571.7000
330,2584.0000
331,2563.0000
332,2534.3999
333,2508.8999
334,2532.6001
335,2538.0000
336,2533.6001
337,2533.3000
338,2506.8000
339,2491.2000
340,2490.2000
341,2516.2000
342,2528.0000
343,2520.5000
344,2513.7000
345,2488.8999
346,2496.7000
347,2516.2000
348,2546.8000
349,2568.3000
350,2590.3999
351,2587.0000
352,2609.0000
353,2640.8000
354,2647.3999
355,2672.7000
356,2699.6001
357,2693.5000
358,2718.0000
359,2719.0000
360,2683.6001
361,2703.7000
362,2712.2000
363,2707.6001
364,2689.7000
365,2661.5000
366,2648.2000
367,2671.5000
368,2684.6001
369,2687.6001
370,2681.8999
371,2737.5000
372,2759.6001
373,2752.8999
374,2759.6001
375,2772.5000
376,2744.8999
377,2753.0000
378,2740.7000
379,2711.3999
380,2677.8000
381,2697.5000
382,2687.3999
383,2661.8000
384,2647.3999
385,2655.6001
386,2665.2000
387,2663.5000
388,2678.8999
389,2703.3999
390,2701.1001
391,2692.6001
392,2677.3999
393,2671.2000
394,2659.1001
395,2634.0000
396,2579.3999
397,2595.3000
398,2600.8999
399,2600.6001
400,2589.3999
401,2594.7000
402,2571.3999
403,2579.8000
404,2564.1001
405,2532.1001
406,2520.3000
407,2520.8999
408,2464.8000
409,2439.6001
410,2443.8000
411,2433.3000
412,2449.8999
413,2508.2000
414,2502.1001
415,2525.1001
416,2508.5000
417,2496.6001
418,2468.8999
419,2473.6001
420,2481.6001
421,2474.1001
422,2458.8000
423,2447.6001
424,2423.2000
425,2432.0000
426,2455.8000
427,2454.3999
428,2466.3000
429,2449.8000
430,2439.3999
431,2441.0000
432,2429.1001
433,2415.8000
434,2417.3999
435,2427.0000
436,2478.8999
437,2566.3999
438,2571.6001
439,2551.8999
440,2561.8000
441,2593.0000
442,2593.6001
443,2590.3999
444,2584.0000
445,2581.7000
446,2562.5000
447,2584.5000
448,2610.6001
449,2617.3000
450,2614.5000
451,2627.3999
452,2615.3999
453,2607.8000
454,2584.5000
455,2584.5000
456,2567.0000
457,2587.0000
458,2583.0000
459,2577.0000
460,2583.7000
461,2538.0000
462,2568.6001
463,2566.8999
464,2568.8000
465,2581.2000
466,2581.8999
467,2598.8000
468,2633.7000
469,2666.0000
470,2656.1001
471,2625.1001
472,2632.7000
473,2659.3000
474,2668.0000
475,2667.3000
476,2671.2000
477,2676.6001
478,2690.3000
479,2680.2000
480,2671.3999
481,2665.8999
482,2651.8999
483,2642.1001
484,2627.2000
485,2629.1001
486,2611.8000
487,2608.0000
488,2633.1001
489,2642.7000
490,2656.6001
491,2696.3999
492,2692.3999
493,2687.3999
494,2706.7000
495,2736.8000
496,2758.5000
497,2766.7000
498,2792.3000
499,2832.3999
500,2872.5000
501,2879.3000
502,2844.0000
503,2856.7000
504,2896.7000
505,2913.1001
506,2909.7000
507,2897.8999
508,2897.5000
509,2901.0000
510,2900.7000
511,2910.6001
512,2957.0000
513,3036.5000
514,3072.8999
515,3060.8999
516,3059.5000
517,3106.0000
518,3210.0000
519,3184.2000
520,3153.7000
521,3100.0000
522,3100.8999
523,3081.1001
524,3106.3000
525,3159.8000
526,3150.6001
527,3161.6001
528,3125.2000
529,3114.2000
530,3064.2000
531,3012.7000
532,3037.1001
533,3010.5000
534,3056.6001
535,3059.0000
536,3080.7000
537,3058.7000
538,3062.8000
539,3046.8000
540,3029.8999
541,3034.8000
542,3095.8999
543,3150.8999
544,3136.8999
545,3046.7000
546,3056.3999
547,3037.1001
548,3049.6001
549,3033.0000
550,3033.0000
551,2980.8000
552,3005.0000
553,2987.2000
554,2992.0000
555,3015.5000
556,3024.1001
557,3021.3999
558,3026.0000
559,3060.2000
560,3079.2000
561,3082.7000
562,3134.0000
563,3135.3999
564,3164.1001
565,3139.7000
566,3109.2000
567,3096.0000
568,3118.7000
569,3118.7000
570,3077.3000
571,3116.0000
572,3123.8999
573,3156.3999
574,3155.2000
575,3221.1001
576,3262.8999
577,3268.5000
578,3262.2000
579,3280.8999
580,3285.1001
581,3278.3999
582,3309.6001
583,3289.5000
584,3246.3999
585,3277.6001
586,3145.6001
587,2806.6001
588,3067.7000
589,3008.7000
590,2752.5000
591,2765.7000
592,2845.0000
593,2805.5000
594,2743.8999
595,2690.0000
596,2675.3999
597,2093.6001
598,2149.7000
599,2224.7000
600,2268.3999
601,2440.2000
602,2355.2000
603,2380.5000
604,2340.0000
605,2342.3999
606,2337.7000
607,2272.5000
608,2231.8000
609,2219.0000
610,2266.6001
611,2232.7000
612,2245.1001
613,2275.3000
614,2273.8999
615,2270.8000
616,2316.7000
617,2350.7000
618,2369.5000
619,2375.8999
620,2439.2000
621,2485.8999
622,2477.5000
623,2498.2000
624,2516.1001
625,2502.6001
626,2505.5000
627,2547.1001
628,2543.1001
629,2495.7000
630,2482.5000
631,2517.0000
632,2489.0000
633,2493.7000
634,2526.8000
635,2571.1001
636,2579.0000
637,2582.8000
638,2634.6001
639,2579.1001
640,2563.8000
641,2607.8999
642,2627.3000
643,2608.7000
644,2613.3999
645,2640.3999
646,2638.2000
647,2635.8999
648,2617.0000
649,2573.2000
650,2528.8000
651,2543.6001
652,2521.3999
653,2499.1001
654,2516.8000
655,2487.0000
656,2505.3999
657,2508.6001
658,2508.8999
659,2550.3000
660,2572.3999
661,2577.0000
662,2583.2000
663,2620.6001
664,2614.6001
665,2610.2000
666,2592.1001
667,2612.8000
668,2648.2000
669,2628.3000
670,2631.2000
671,2665.8000
672,2706.3999
673,2738.7000
674,2725.3999
675,2712.6001
676,2755.3000
677,2758.2000
678,2746.7000
679,2786.7000
680,2794.0000
681,2803.2000
682,2826.2000
683,2844.0000
684,2807.8000
685,2793.5000
686,2782.3000
687,2601.7000
688,2695.8999
689,2628.6001
690,2663.3999
691,2704.0000
692,2732.2000
693,2732.0000
694,2706.6001
695,2691.2000
696,2668.0000
697,2680.3000
698,2725.3000
699,2721.7000
700,2711.8999
701,2739.8000
702,2756.1001
703,2738.1001
704,2731.1001
705,2781.3999
706,2776.8999
707,2766.3000
708,2779.6001
709,2799.6001
710,2789.5000
711,2804.3000
712,2820.3000
713,2817.2000
714,2812.0000
715,2800.7000
716,2808.5000
717,2777.1001
718,2760.0000
719,2751.5000
720,2748.3999
721,2756.8999
722,2767.5000
723,2764.3999
724,2756.3999
725,2770.0000
726,2754.1001
727,2763.3000
728,2809.6001
729,2851.8000
730,2876.8000
731,2896.6001
732,2900.2000
733,2879.3999
734,2868.3999
735,2867.6001
736,2921.0000
737,2929.3000
738,2895.3999
739,2836.6001
740,2838.1001
741,2858.7000
742,2868.0000
743,2839.8999
744,2816.0000
745,2822.0000
746,2868.0000
747,2855.0000
748,2835.0000
749,2788.6001
750,2751.8000
751,2754.8000
752,2771.7000
753,2776.3000
754,2771.7000
755,2762.5000
756,2756.3999
757,2768.8999
758,2760.8000
759,2751.6001
760,2738.2000
761,2736.6001
762,2756.6001
763,2792.0000
764,2844.8000
765,2903.8000
766,2893.8999
767,2894.7000
768,2863.6001
769,2870.3999
770,2910.0000
771,2939.3000
772,2968.0000
773,2980.0000
774,2862.3000
775,2927.8999
776,2894.3000
777,2872.6001
778,2932.6001
779,2952.0000
780,2933.1001
781,2937.0000
782,2938.0000
783,2933.0000
784,2926.0000
785,2915.0000
786,2912.0000
787,2892.0000
788,2887.0000
789,2881.0000
790,2892.0000
791,2886.0000
792,2871.0000
793,2880.0000
794,2926.0000
795,2948.0000
796,2974.0000
797,3014.0000
798,3010.0000
799,2990.0000
800,3000.0000
801,2997.0000
802,2934.0000
803,2962.0000
804,2960.0000
805,2956.0000
806,2954.0000
807,2942.0000
808,2959.0000
809,2995.0000
810,3020.0000
811,3052.0000
812,3067.0000
813,3067.0000
814,3056.0000
815,3015.0000
816,3018.0000
817,3009.0000
818,2986.0000
819,2951.0000
820,2945.0000
821,2957.0000
822,2954.0000
823,2946.0000
824,2958.0000
825,2953.0000
826,2942.0000
827,2985.0000
828,2960.0000
829,2976.0000
830,2965.0000
831,2948.0000
832,2917.0000
833,2925.0000
834,2930.0000
835,2970.0000
836,3028.0000
837,3048.0000
838,3059.0000
839,3048.0000
840,3083.0000
841,3132.0000
842,3159.0000
843,3153.0000
844,3159.0000
845,3172.0000
846,3145.0000
847,3174.0000
848,3154.0000
849,3203.0000
850,3184.0000
851,3191.0000
852,3201.0000
853,3229.0000
854,3234.0000
855,3246.0000
856,3250.0000
857,3276.0000
858,3292.0000
859,3284.0000
860,3273.0000
861,3278.0000
862,3319.0000
863,3356.0000
864,3363.0000
865,3356.0000
866,3357.0000
867,3385.0000
868,3408.0000
869,3440.0000
870,3468.0000
871,3507.0000
872,3488.0000
873,3463.0000
874,3528.0000
875,3523.0000
876,3540.0000
877,3559.0000
878,3495.0000
879,3520.0000
880,3483.0000
881,3485.0000
882,3445.0000
883,3438.0000
884,3468.0000
885,3415.0000
886,3356.0000
887,3107.0000
888,3098.0000
889,3145.0000
890,3091.0000
891,3078.0000
892,3040.0000
893,3067.0000
894,3178.0000
895,3183.0000
896,3122.0000
897,3052.0000
898,3040.0000
899,2954.0000
900,2871.0000
901,2918.0000
902,3078.0000
903,3015.0000
904,3064.0000
905,3087.0000
906,3066.0000
907,3054.0000
908,3039.0000
909,3032.0000
910,3047.0000
911,3087.0000
912,3083.0000
913,3105.0000
914,3093.0000
915,3062.0000
916,3019.0000
917,2996.0000
918,2980.0000
919,2984.0000
920,2931.0000
921,2861.0000
922,2807.0000
923,2778.0000
924,2767.0000
925,2760.0000
926,2791.0000
927,2905.0000
928,2862.0000
929,2850.0000
930,2925.0000
931,2913.0000
932,2872.0000
933,2884.0000
934,2915.0000
935,2916.0000
936,2949.0000
937,2958.0000
938,2950.0000
939,2991.0000
940,3015.0000
941,3081.0000
942,3042.0000
943,3050.0000
944,3063.0000
945,3011.0000
946,2990.0000
947,2968.0000
948,2978.0000
949,2967.0000
950,2966.0000
951,2955.0000
952,2932.0000
953,2932.0000
954,2949.0000
955,2998.0000
956,3006.0000
957,2990.0000
958,3008.0000
959,3042.0000
960,3031.0000
961,3013.0000
962,3023.0000
963,3016.0000
964,2995.0000
965,2998.0000
966,2986.0000
967,2978.0000
968,2965.0000
969,3020.0000
970,3020.0000
971,3066.0000
972,3126.0000
973,3163.0000
974,3149.0000
975,3144.0000
976,3160.0000
977,3150.0000
978,3125.0000
979,3051.0000
980,3066.0000
981,3083.0000
982,3078.0000
983,3079.0000
984,3060.0000
985,3066.0000
986,3057.0000
987,3024.0000
988,3031.0000
989,3004.0000
990,3046.0000
991,3026.0000
992,3009.0000
993,3027.0000
994,3035.0000
995,3058.0000
996,3037.0000
997,3000.0000
998,2984.0000
999,3087.0000
1000,3072.0000
1001,3066.0000
1002,3062.0000
1003,3090.0000
1004,3140.0000
1005,3206.0000
1006,3198.0000
1007,3192.0000
1008,3200.0000
1009,3243.0000
1010,3223.0000
1011,3250.0000
1012,3345.0000
1013,3365.0000
1014,3333.0000
1015,3359.0000
1016,3394.0000
1017,3395.0000
1018,3412.0000
1019,3473.0000
1020,3467.0000
1021,3492.0000
1022,3477.0000
1023,3475.0000
1024,3520.0000
1025,3532.0000
1026,3512.0000
1027,3552.0000
1028,3552.0000
1029,3564.0000
1030,3600.0000
1031,3647.0000
1032,3658.0000
1033,3653.0000
1034,3669.0000
1035,3658.0000
1036,3634.0000
1037,3627.0000
1038,3722.0000
1039,3724.0000
1040,3751.0000
1041,3683.0000
1042,3661.0000
1043,3716.0000
1044,3720.0000
1045,3683.0000
1046,3691.0000
1047,3745.0000
1048,3789.0000
1049,3869.0000
1050,3849.0000
1051,3812.0000
1052,3757.0000
1053,3777.0000
1054,3703.0000
1055,3742.0000
1056,3714.0000
1057,3717.0000
1058,3687.0000
1059,3699.0000
1060,3667.0000
1061,3582.0000
1062,3569.0000
1063,3605.0000
1064,3594.0000
1065,3625.0000
1066,3624.0000
1067,3588.0000
1068,3631.0000
1069,3726.0000
1070,3737.0000
1071,3704.0000
1072,3741.0000
1073,3747.0000
1074,3744.0000
1075,3750.0000
1076,3767.0000
1077,3785.0000
1078,3789.0000
1079,3859.0000
1080,3882.0000
1081,3917.0000
1082,3829.0000
1083,3826.0000
1084,3778.0000
1085,3703.0000
1086,3575.0000
1087,3594.0000
1088,3625.0000
1089,3679.0000
1090,3707.0000
1091,3688.0000
1092,3667.0000
1093,3690.0000
1094,3678.0000
1095,3637.0000
1096,3621.0000
1097,3631.0000
1098,3627.0000
1099,3632.0000
1100,3639.0000
1101,3626.0000
1102,3593.0000
1103,3565.0000
1104,3569.0000
1105,3604.0000
1106,3634.0000
1107,3629.0000
1108,3668.0000
1109,3738.0000
1110,3772.0000
1111,3796.0000
1112,3850.0000
1113,3892.0000
1114,3880.0000
1115,3904.0000
1116,3901.0000
1117,3892.0000
1118,3915.0000
1119,3945.0000
1120,3997.0000
1121,3962.0000
1122,3976.0000
1123,4009.0000
1124,3988.0000
1125,4009.0000
1126,4028.0000
1127,4012.0000
1128,4031.0000
1129,4016.0000
1130,3991.0000
1131,4009.0000
1132,4030.0000
1133,4059.0000
1134,4063.0000
1135,4021.0000
1136,4061.0000
1137,4046.0000
1138,4024.0000
1139,4070.0000
1140,4052.0000
1141,4079.0000
1142,4073.0000
1143,4063.0000
1144,3722.0000
1145,3848.0000
1146,3863.0000
1147,4045.0000
1148,4021.0000
1149,3981.0000
1150,3968.0000
1151,3960.0000
1152,3998.0000
1153,4023.0000
1154,4025.0000
1155,4006.0000
1156,3990.0000
1157,3970.0000
1158,3940.0000
1159,3959.0000
1160,3966.0000
1161,3970.0000
1162,3974.0000
1163,3953.0000
1164,3938.0000
1165,3900.0000
1166,3863.0000
1167,3910.0000
1168,3904.0000
1169,3901.0000
1170,3927.0000
1171,3938.0000
1172,3956.7000
1173,4023.8999
1174,4062.1001
1175,4093.3999
1176,4067.7000
1177,4060.3999
1178,4066.8999
1179,4076.3999
1180,4056.2000
1181,4018.0000
1182,4022.2000
1183,4033.8000
1184,4018.3999
1185,4015.8999
1186,3998.7000
1187,3981.7000
1188,4021.3999
1189,3989.3000
1190,3971.8999
1191,3988.6001
1192,4000.1001
1193,4020.0000
1194,4038.7000
1195,4037.8000
1196,4083.0000
1197,4146.5000
1198,4173.6001
1199,4184.7002
1200,4236.6001
1201,4230.8999
1202,4253.0000
1203,4240.2998
1204,4211.2998
1205,4271.2998
1206,4198.2002
1207,4261.2002
1208,4200.8999
1209,4234.6001
1210,4243.1001
1211,4220.7002
1212,4202.1001
1213,4179.2998
1214,4145.6001
1215,4149.7998
1216,4094.3999
1217,4124.3999
1218,4161.6001
1219,4157.2002
1220,4190.0000
1221,4203.2002
1222,4128.2998
1223,4097.2002
1224,4096.0000
1225,4155.5000
1226,4171.7002
1227,4185.0000
1228,4177.7002
1229,4182.7998
1230,4142.6001
1231,4146.1001
1232,4192.7998
1233,4236.2002
1234,4275.2002
1235,4297.2998
1236,4301.7998
1237,4307.1001
1238,4307.0000
1239,4347.8999
1240,4337.7002
1241,4334.5000
1242,4348.8999
1243,4325.8999
1244,4367.6001
1245,4382.7002
1246,4412.1001
1247,4454.8999
1248,4510.5000
1249,4522.2002
1250,4550.7002
1251,4625.7998
1252,4600.1001
1253,4554.7002
1254,4586.2998
1255,4571.1001
1256,4571.5000
1257,4601.7998
1258,4672.1001
1259,4711.3999
1260,4733.6001
1261,4674.5000
1262,4732.3999
1263,4763.5000
1264,4772.2998
1265,4719.2002
1266,4747.1001
1267,4725.7002
1268,4716.0000
1269,4736.5000
1270,4715.6001
1271,4760.2002
1272,4794.7002
1273,4895.1001
1274,4929.1001
1275,4952.2002
1276,4911.1001
1277,4954.5000
1278,4964.2998
1279,4908.8999
1280,4848.6001
1281,4919.0000
1282,5006.0000
1283,5042.7998
1284,5071.2002
1285,5059.8999
1286,5045.3999
1287,5036.1001
1288,4990.6001
1289,5015.7998
1290,5061.1001
1291,5052.2998
1292,5052.2002
1293,5037.7002
1294,5007.6001
1295,4978.2998
1296,4938.2998
1297,4910.0000
1298,4924.2998
1299,4916.7002
1300,4896.8999
1301,4926.3999
1302,4827.6001
1303,4729.3999
1304,4921.1001
1305,4889.1001
1306,4883.5000
1307,4986.1001
1308,5082.7002
1309,5093.1001
1310,5189.0000
1311,5287.7998
1312,5330.2002
1313,5371.7998
1314,5423.3999
1315,5362.3999
1316,5369.6001
1317,5484.2002
1318,5613.7998
1319,5631.2002
1320,5581.2002
1321,5629.6001
1322,5608.2002
1323,5632.2998
1324,5705.8999
1325,5758.0000
1326,5746.5000
1327,5704.5000
1328,5637.1001
1329,5642.2002
1330,5753.7998
1331,5865.6001
1332,5859.7002
1333,5993.1001
1334,6052.1001
1335,6012.5000
1336,5988.1001
1337,6080.2002
1338,6056.0000
1339,6059.3999
1340,6037.3999
1341,6035.7998
1342,5978.7998
1343,5940.2002
1344,5917.5000
1345,5826.5000
1346,5819.1001
1347,5846.7998
1348,5846.1001
1349,5796.1001
1350,5787.6001
1351,5819.8999
1352,5897.8999
1353,5965.2002
1354,6078.7002
1355,6113.1001
1356,6057.8999
1357,6103.8999
1358,6134.7998
1359,6073.7002
1360,6061.8999
1361,6024.7998
1362,5911.8999
1363,5981.8999
1364,5925.5000
1365,5981.3999
1366,6085.8999
1367,6097.2002
1368,6125.5000
1369,6162.5000
1370,6128.1001
1371,5986.5000
1372,6010.3999
1373,5917.2002
1374,5772.7998
1375,5664.3999
1376,5782.6001
1377,5857.2998
1378,5829.7998
1379,5881.1001
1380,5910.7002
1381,5859.7998
1382,5841.2002
1383,5865.2998
1384,5850.8999
1385,5867.8999
1386,5886.7998
1387,5879.2002
1388,5857.1001
1389,5822.6001
1390,5667.8999
1391,5675.2002
1392,5620.3999
1393,5481.6001
1394,5509.3999
1395,5390.8999
1396,5291.5000
1397,5478.7998
1398,5460.7002
1399,5628.6001
1400,5711.6001
1401,5734.5000
1402,5722.5000
1403,5707.5000
1404,5664.3999
1405,5700.6001
1406,5727.0000
1407,5631.6001
1408,5537.2998
1409,5607.2002
1410,5653.7998
1411,5633.1001
1412,5637.8999
1413,5689.2998
1414,5741.5000
1415,5740.2002
1416,5712.6001
1417,5658.7002
1418,5686.2002
1419,5597.2002
1420,5581.8999
1421,5505.3999
1422,5528.7998
1423,5595.3999
1424,5553.1001
1425,5589.0000
1426,5555.5000
1427,5596.7002
1428,5725.6001
1429,5756.1001
1430,5806.7998
1431,5913.6001
1432,5985.2998
1433,6089.8999
1434,6088.5000
1435,6200.8999
1436,6329.1001
1437,6262.5000
1438,6062.5000
1439,6218.0000
1440,6127.0000
1441,6117.5000
1442,6190.7002
1443,6231.2002
1444,6197.3999
1445,6325.3999
1446,6347.7998
1447,6315.0000
1448,6267.8999
1449,6273.1001
1450,6422.0000
1451,6447.1001
1452,6366.6001
1453,6294.7998
1454,6088.5000
1455,5848.2998
1456,5855.3999
1457,5878.2002
1458,5895.0000
1459,5972.5000
1460,5918.5000
1461,5913.2002
1462,5986.7002
1463,5810.6001
1464,5501.7002
1465,5411.7002
1466,4978.2002
1467,5268.1001
1468,5191.7998
1469,5202.3999
1470,5339.2998
1471,5273.7998
1472,5253.2002
1473,5267.7002
1474,5315.7998
1475,5416.0000
1476,5329.5000
1477,5192.7002
1478,5242.5000
1479,5297.7002
1480,5318.0000
1481,5442.0000
1482,5531.7002
1483,5444.1001
1484,5467.8999
1485,5512.3999
1486,5437.7998
1487,5548.0000
1488,5586.7002
1489,5547.2998
1490,5529.6001
1491,5673.1001
1492,5671.2998
1493,5778.7002
1494,5890.2002
1495,5871.7998
1496,5882.0000
1497,5897.8999
1498,5877.0000
1499,5914.3999
1500,5923.7002
1501,5939.8999
1502,5804.5000
1503,5751.3999
1504,5697.7998
1505,5662.5000
1506,5710.7998
1507,5778.0000
1508,5747.2002
1509,5786.7002
1510,5789.5000
1511,5835.6001
1512,5857.0000
1513,5858.2002
1514,6049.3999
1515,6065.6001
1516,6087.5000
1517,6186.8999
1518,6170.1001
1519,6231.8999
1520,6149.2002
1521,6177.7002
1522,6203.8999
1523,6352.0000
1524,6398.7998
1525,6344.2002
1526,6436.6001
1527,6467.7998
1528,6502.7998
1529,6482.2002
1530,6508.0000
1531,6488.5000
1532,6371.7998
1533,6170.3999
1534,5854.6001
1535,5980.0000
1536,5958.2998
1537,6051.2998
1538,6088.2998
1539,6060.0000
1540,6118.0000
1541,6212.2002
1542,6247.0000
1543,6341.2998
1544,6322.8999
1545,6406.5000
1546,6388.8999
1547,6408.8999
1548,6404.3999
1549,6340.7998
1550,6281.7002
1551,6285.7002
1552,6418.2002
1553,6789.7002
1554,6732.0000
1555,6697.2002
1556,6680.2002
1557,6638.5000
1558,6768.3999
1559,6759.2002
1560,6750.8999
1561,6845.7998
1562,6836.8999
1563,6894.8999
1564,6884.1001
1565,6830.5000
1566,6790.1001
1567,6827.2998
1568,6829.2998
1569,6795.5000
1570,6798.2998
1571,6739.2002
1572,6842.0000
1573,7002.6001
1574,7108.7998
1575,7005.2998
1576,7124.1001
1577,7149.2998
1578,7093.8999
1579,7119.0000
1580,7170.0000
1581,7271.8999
1582,7368.2002
1583,7349.7002
1584,7447.2002
1585,7397.8999
1586,7372.2002
1587,7375.7998
1588,7322.2002
1589,7155.1001
1590,7157.5000
1591,7124.7002
1592,7259.7002
1593,7339.1001
1594,7260.6001
1595,7266.7002
1596,7283.5000
1597,7304.7998
1598,7189.1001
1599,7200.7998
1600,7003.6001
1601,7046.7002
1602,7062.6001
1603,7014.1001
1604,7148.1001
1605,7107.5000
1606,7099.2998
1607,7205.3999
1608,7217.8999
1609,7205.3999
1610,7168.2998
1611,7141.1001
1612,7122.3999
1613,7070.6001
1614,6952.6001
1615,6956.1001
1616,6955.5000
1617,6978.5000
1618,6925.2002
1619,6813.7002
1620,6846.7998
1621,6840.0000
1622,6760.0000
1623,6750.2998
1624,6858.1001
1625,6866.0000
1626,6903.2002
1627,6899.8999
1628,6989.0000
1629,7029.0000
1630,7211.7998
1631,7164.2002
1632,7307.5000
1633,7396.7998
1634,7382.2002
1635,7329.7998
1636,7357.6001
1637,7339.6001
1638,7392.2998
1639,7489.5000
1640,7528.7998
1641,7561.0000
1642,7605.2998
1643,7545.3999
1644,7388.3999
1645,7327.7002
1646,7265.6001
1647,7449.1001
1648,7423.0000
1649,7549.7002
1650,7542.2002
1651,7493.5000
1652,7512.1001
1653,7519.7002
1654,7546.7002
1655,7607.1001
1656,7586.7998
1657,7593.5000
1658,7476.0000
1659,7473.8999
1660,7488.7998
1661,7418.1001
1662,7390.6001
1663,7495.2998
1664,7478.8999
1665,7581.0000
1666,7525.1001
1667,7452.1001
1668,7470.5000
1669,7551.1001
1670,7676.2002
1671,7744.2998
1672,7869.5000
1673,8041.6001
1674,8066.7998
1675,8005.6001
1676,8192.2002
1677,8253.5000
1678,8293.0000
1679,8412.4004
1680,8764.0000
1681,9031.0996
1682,8861.4004
1683,8902.7998
1684,8882.7002
1685,8719.2998
1686,8767.5000
1687,8790.9004
1688,8903.2002
1689,9010.2998
1690,9329.0996
1691,9629.2002
1692,9642.9004
1693,9352.0996
1694,9204.9004
1695,8996.9004
1696,9178.0000
1697,9088.5000
1698,9325.4004
1699,9674.7998
1700,9701.2998
1701,9733.2998
1702,9683.7002
1703,9507.0000
1704,9335.4004
1705,9263.9004
1706,9170.5996
1707,9036.0000
1708,9238.0996
1709,9286.2998
1710,9274.4004
1711,9012.7998
1712,9125.2002
1713,9254.0000
1714,9238.2002
1715,9294.4004
1716,9609.7002
1717,9736.5996
1718,9750.2002
1719,9990.2998
1720,10228.0996
1721,10248.5996
1722,10021.5000
1723,9945.2998
1724,10339.7002
1725,10568.9004
1726,10814.7998
1727,10524.2998
1728,10708.0000
1729,10881.2002
1730,11039.7998
1731,11570.2002
1732,11449.7998
1733,11877.5000
1734,11888.4004
1735,12086.5000
1736,12201.0996
1737,12167.9004
1738,11384.2002
1739,11001.5000
1740,11366.9004
1741,11155.7998
1742,10712.7002
1743,10176.5000
1744,10774.2998
1745,10792.9004
1746,11017.7002
1747,11363.7998
1748,11264.7998
1749,11459.4004
1750,11600.0996
1751,11490.9004
1752,11239.5996
1753,11470.4004
1754,11377.7998
1755,11487.0000
1756,11826.9004
1757,11785.7998
1758,11851.0996
1759,12157.5996
1760,11414.2998
1761,11454.0996
1762,11504.0000
1763,10988.7998
1764,11012.2998
1765,10634.0996
1766,10786.5996
1767,10825.9004
1768,10456.5000
1769,10674.0000
1770,10763.2002
1771,10432.0000
1772,10100.2998
1773,10410.2002
1774,10148.4004
1775,9877.4004
1776,9802.0000
1777,9918.2002
1778,10061.5996
1779,10294.5996
1780,10224.4004
1781,10129.0996
1782,9905.7002
1783,9980.0996
1784,9863.5996
1785,9720.5996
1786,9513.0996
1787,9132.2998
1788,8667.0000
1789,9012.2002
1790,9465.5000
1791,9320.7998
1792,9234.2002
1793,9197.0000
1794,9480.0996
1795,9232.2002
1796,9029.9004
1797,9234.2998
1798,9285.9004
1799,9298.2002
1800,9476.7998
1801,9738.0996
1802,9753.7998
1803,9600.5996
1804,9536.0996
1805,9506.7998
1806,9303.9004
1807,9221.0000
1808,8934.5996
1809,9156.9004
1810,9136.0996
1811,9328.5996
1812,9113.2998
1813,9163.0996
1814,8966.0996
1815,8799.7002
1816,8679.0996
1817,8369.4004
1818,8412.9004
1819,8620.2998
1820,8421.7002
1821,8540.0996
1822,8906.2002
1823,8878.9004
1824,9134.7002
1825,9253.4004
1826,9044.7002
1827,9476.5996
1828,9355.0000
1829,9631.5996
1830,9589.7998
1831,9490.0996
1832,9521.4004
1833,9481.7002
1834,9470.0996
1835,9523.5996
1836,9553.5996
1837,9512.0996
1838,9222.2998
1839,9234.2998
1840,9383.0000
1841,9247.9004
1842,9291.2002
1843,9190.5996
1844,9111.2002
1845,9149.5000
1846,9022.9004
1847,9114.0000
1848,8998.2002
1849,8857.7998
1850,8876.7998
1851,8966.7998
1852,8881.0000
1853,8647.5000
1854,8673.5000
1855,8640.2998
1856,8758.4004
1857,8634.4004
1858,8628.2998
1859,8623.2002
1860,8454.9004
1861,8490.9004
1862,8433.0000
1863,8394.9004
1864,8591.5000
1865,8828.9004
1866,8808.2998
1867,9117.0000
1868,9193.7998
1869,9145.0000
1870,9188.7998
1871,9117.7002
1872,9153.0000
1873,9174.5996
1874,9194.4004
1875,9402.2002
1876,9402.7002
1877,9482.7998
1878,9683.7002
1879,9695.0000
1880,9585.9004
1881,9642.9004
1882,9602.2002
1883,9537.9004
1884,9446.4004
1885,9618.0996
1886,9524.5000
1887,9464.5996
1888,9486.0996
1889,9366.5996
1890,9538.0000
1891,9518.9004
1892,9404.4004
1893,9457.2998
1894,9234.0996
1895,9238.7002
1896,9336.0996
1897,9399.0996
1898,9686.5996
1899,9929.4004
1900,9890.9004
1901,9901.5996
1902,9962.0000
1903,10036.0000
1904,10165.9004
1905,10151.0000
1906,10145.0000
1907,9890.4004
1908,9937.0000
1909,9846.4004
1910,9862.5996
1911,9968.5000
1912,9801.4004
1913,9824.7998
1914,9668.0996
1915,9632.5000
1916,9643.5996
1917,9610.2002
1918,9693.5000
1919,9700.2002
1920,9521.2002
1921,9492.5000
1922,9504.0996
1923,9298.4004
1924,9276.2998
1925,9284.9004
1926,9248.4004
1927,9362.2998
1928,9532.4004
1929,9550.9004
1930,9455.9004
1931,9418.5996
1932,9320.0996
1933,9388.7998
1934,9338.5996
1935,9364.2998
1936,9246.5000
1937,9252.4004
1938,9304.5996
1939,9379.5000
1940,9646.2998
1941,9573.4004
1942,9451.7998
1943,9492.0000
1944,9530.4004
1945,9434.2998
1946,9416.0996
1947,9405.5000
