time,close
925,19.69381
926,19.986273
927,20.376245
928,20.376245
929,20.083782
930,19.420832
931,19.342808
932,19.420832
933,19.596306
934,19.986273
935,20.27873
936,20.668758
937,20.668758
938,20.96122
939,21.156233
940,21.351189
941,22.033665
942,22.91111
943,23.496088
944,23.301073
945,23.301073
946,23.203568
947,23.593582
948,23.983547
949,24.276018
950,24.763481
951,24.763481
952,24.568474
953,24.568474
954,24.373522
955,23.203568
956,23.398575
957,23.398575
958,24.081001
959,24.178511
960,24.568474
961,24.276018
962,23.301073
963,23.008606
964,23.496088
965,25.055943
966,23.886049
967,24.081001
968,23.788536
969,23.886049
970,23.886049
971,25.348463
972,25.445967
973,25.933437
974,25.552755
975,24.864782
976,25.454464
977,25.847578
978,25.945873
979,25.454464
980,25.847578
981,25.945873
982,25.454464
983,25.945873
984,25.945873
985,25.257889
986,24.766489
987,24.569963
988,24.569963
989,25.257889
990,25.552755
991,25.35618
992,25.454464
993,25.454464
994,25.35618
995,25.159651
996,24.471668
997,24.569963
998,24.275089
999,23.980265
1000,23.58716
1001,24.275089
1002,24.373373
1003,23.685452
1004,23.194048
1005,22.604359
1006,22.800941
1007,22.899172
1008,22.899172
1009,23.095762
1010,23.292288
1011,23.488867
1012,24.078556
1013,24.569963
1014,24.373373
1015,24.176853
1016,23.783737
1017,23.783737
1018,23.292288
1019,23.685452
1020,23.488867
1021,24.569963
1022,24.668249
1023,24.373373
1024,23.783737
1025,23.58716
1026,23.58716
1027,23.881975
1028,24.078556
1029,23.980265
1030,23.881975
1031,23.881975
1032,23.881975
1033,23.980265
1034,24.078556
1035,24.176853
1036,24.176853
1037,24.668249
1038,25.945873
1039,26.142445
1040,26.044167
1041,25.35618
1042,26.338976
1043,27.223492
1044,27.714891
1045,28.599394
1046,28.304588
1047,28.206293
1048,28.697687
1049,29.68049
1050,30.466764
1051,30.466764
1052,30.466764
1053,30.663288
1054,30.073595
1055,28.894272
1056,28.40287
1057,28.40287
1058,27.518362
1059,28.206293
1060,28.108002
1061,28.108002
1062,28.795973
1063,29.385674
1064,29.287378
1065,29.287378
1066,29.090801
1067,29.090801
1068,29.189079
1069,29.090801
1070,29.483963
1071,29.778776
1072,29.582209
1073,28.992563
1074,28.795973
1075,28.50116
1076,28.304588
1077,29.189079
1078,29.189079
1079,28.992563
1080,28.40287
1081,28.304588
1082,28.304588
1083,28.304588
1084,28.00976
1085,27.616653
1086,26.830376
1087,26.437265
1088,26.142445
1089,26.437265
1090,26.535559
1091,26.240686
1092,26.142445
1093,25.159651
1094,25.454464
1095,25.847578
1096,25.257889
1097,25.061357
1098,25.159651
1099,25.945873
1100,25.651045
1101,25.847578
1102,26.338976
1103,26.338976
1104,26.830376
1105,26.830376
1106,26.633802
1107,26.633802
1108,26.633802
1109,26.732092
1110,25.749289
1111,25.061357
1112,24.963066
1113,24.963066
1114,24.963066
1115,24.275089
1116,23.980265
1117,24.569963
1118,23.881975
1119,23.980265
1120,23.881975
1121,23.58716
1122,23.58716
1123,23.488867
1124,23.685452
1125,23.095762
1126,23.095762
1127,22.800941
1128,22.014666
1129,22.347414
1130,22.652126
1131,22.14423
1132,21.941103
1133,20.620541
1134,21.026899
1135,22.14423
1136,22.245819
1137,22.855305
1138,23.160025
1139,23.26161
1140,23.26161
1141,23.871107
1142,23.871107
1143,23.769508
1144,23.566381
1145,23.566381
1146,23.058435
1147,23.160025
1148,24.175819
1149,24.074226
1150,24.074226
1151,24.277409
1152,24.378994
1153,23.464794
1154,23.363207
1155,23.363207
1156,23.058435
1157,22.245819
1158,22.245819
1159,22.245819
1160,22.245819
1161,23.058435
1162,23.058435
1163,23.26161
1164,23.058435
1165,23.363207
1166,23.363207
1167,23.363207
1168,23.667915
1169,23.972689
1170,24.378994
1171,23.667915
1172,23.769508
1173,23.667915
1174,23.464794
1175,22.855305
1176,23.058435
1177,23.26161
1178,23.464794
1179,23.160025
1180,24.074226
1181,24.175819
1182,24.175819
1183,24.074226
1184,23.972689
1185,23.972689
1186,23.566381
1187,23.363207
1188,23.363207
1189,23.464794
1190,23.667915
1191,24.277409
1192,24.785297
1193,24.988489
1194,24.68371
1195,24.480583
1196,24.582174
1197,24.785297
1198,24.582174
1199,24.785297
1200,24.785297
1201,24.988489
1202,25.191608
1203,25.801098
1204,26.715296
1205,27.121607
1206,27.121607
1207,27.121607
1208,27.426382
1209,27.426382
1210,27.629501
1211,27.629501
1212,27.324787
1213,28.137398
1214,28.340582
1215,27.832682
1216,27.324787
1217,27.629501
1218,27.934278
1219,28.035875
1220,27.832682
1221,28.238997
1222,28.137398
1223,27.934278
1224,28.035875
1225,28.137398
1226,27.832682
1227,27.020065
1228,26.816887
1229,26.613703
1230,26.613703
1231,27.223196
1232,27.223196
1233,27.832682
1234,28.050406
1235,27.845634
1236,27.743254
1237,27.436146
1238,27.436146
1239,27.538527
1240,27.129047
1241,26.821888
1242,27.026674
1243,26.51479
1244,26.821888
1245,26.412416
1246,26.207697
1247,26.207697
1248,25.798153
1249,25.593443
1250,25.798153
1251,26.617178
1252,26.412416
1253,26.412416
1254,27.129047
1255,27.333761
1256,27.231424
1257,27.538527
1258,27.436146
1259,27.231424
1260,27.743254
1261,27.640924
1262,28.050406
1263,28.35751
1264,27.948017
1265,28.152796
1266,28.35751
1267,28.35751
1268,28.664663
1269,29.790731
1270,29.995501
1271,29.89311
1272,29.89311
1273,30.60976
1274,30.60976
1275,30.81447
1276,30.916851
1277,30.302595
1278,30.712141
1279,30.916851
1280,29.995501
1281,30.097887
1282,29.790731
1283,29.688404
1284,30.302595
1285,30.302595
1286,30.200272
1287,30.097887
1288,30.60976
1289,30.712141
1290,30.712141
1291,31.428726
1292,31.121622
1293,31.121622
1294,31.326334
1295,31.531103
1296,31.531103
1297,31.838207
1298,31.735884
1299,31.531103
1300,30.404985
1301,30.302595
1302,29.688404
1303,29.688404
1304,29.381237
1305,29.483631
1306,29.89311
1307,29.688404
1308,29.89311
1309,29.688404
1310,29.790731
1311,29.688404
1312,29.278851
1313,28.562269
1314,29.278851
1315,29.176525
1316,29.278851
1317,29.278851
1318,29.278851
1319,29.074142
1320,28.869371
1321,28.869371
1322,28.869371
1323,29.381237
1324,29.58602
1325,30.200272
1326,30.097887
1327,30.097887
1328,29.995501
1329,30.60976
1330,30.60976
1331,30.404985
1332,30.097887
1333,30.302595
1334,30.404985
1335,30.507368
1336,30.200272
1337,29.381237
1338,29.278851
1339,28.97175
1340,28.664663
1341,28.869371
1342,29.176525
1343,28.97175
1344,29.074142
1345,28.97175
1346,28.664663
1347,29.074142
1348,29.381237
1349,29.278851
1350,29.278851
1351,28.97175
1352,28.664663
1353,28.35751
1354,27.845634
1355,28.152796
1356,28.25518
1357,28.459894
1358,28.664663
1359,28.767046
1360,28.869371
1361,29.074142
1362,29.278851
1363,29.176525
1364,29.483631
1365,29.688404
1366,29.483631
1367,28.97175
1368,28.97175
1369,28.869371
1370,29.074142
1371,29.483631
1372,29.58602
1373,29.89311
1374,29.995501
1375,29.995501
1376,29.995501
1377,29.995501
1378,30.097887
1379,30.200272
1380,30.302595
1381,30.404985
1382,30.609797
1383,30.189047
1384,30.39945
1385,30.189047
1386,29.873507
1387,29.663105
1388,29.557961
1389,29.452765
1390,29.452765
1391,29.557961
1392,29.137165
1393,29.137165
1394,29.452765
1395,30.083841
1396,29.978703
1397,30.189047
1398,29.873507
1399,29.978703
1400,30.083841
1401,29.978703
1402,30.29425
1403,30.189047
1404,30.29425
1405,30.714991
1406,30.609797
1407,30.50465
1408,30.29425
1409,30.609797
1410,30.714991
1411,31.03059
1412,31.45134
1413,31.556532
1414,31.87207
1415,32.187622
1416,32.08247
1417,31.87207
1418,31.76688
1419,31.76688
1420,31.472357
1421,31.535458
1422,31.34613
1423,31.156813
1424,31.640661
1425,31.851067
1426,33.050182
1427,33.975849
1428,34.712132
1429,34.985641
1430,34.62801
1431,35.006729
1432,34.585926
1433,35.511589
1434,35.28017
1435,35.006729
1436,35.111866
1437,35.364357
1438,35.28017
1439,35.574699
1440,36.311043
1441,36.584492
1442,36.7528
1443,36.395164
1444,36.647602
1445,36.037529
1446,36.858002
1447,36.668674
1448,36.584492
1449,36.43726
1450,36.542458
1451,37.299824
1452,36.142731
1453,35.595703
1454,35.764023
1455,34.564907
1456,34.123085
1457,34.16518
1458,35.238075
1459,34.901516
1460,35.090847
1461,35.469498
1462,36.395164
1463,36.7528
1464,36.458275
1465,36.142731
1466,35.806107
1467,35.658878
1468,36.100639
1469,36.142731
1470,35.658878
1471,35.890297
1472,35.427464
1473,34.88044
1474,35.595703
1475,35.637806
1476,35.974426
1477,35.932331
1478,36.353134
1479,35.974426
1480,36.332062
1481,36.7528
1482,36.858002
1483,36.77388
1484,36.895676
1485,36.32386
1486,35.476612
1487,35.413082
1488,35.370766
1489,34.354069
1490,34.481201
1491,34.036392
1492,34.375286
1493,34.777714
1494,34.502369
1495,34.544731
1496,34.862411
1497,34.650593
1498,34.587055
1499,34.608273
1500,34.16346
1501,33.697495
1502,34.18462
1503,34.841259
1504,34.841259
1505,34.629429
1506,34.036392
1507,32.850315
1508,32.871471
1509,33.33744
1510,33.358597
1511,33.549267
1512,33.189209
1513,33.189209
1514,32.892685
1515,33.189209
1516,33.506886
1517,33.40097
1518,33.443348
1519,34.396446
1520,34.714184
1521,34.862411
1522,35.158936
1523,34.925945
1524,34.18462
1525,34.587055
1526,34.523514
1527,34.396446
1528,34.20583
1529,34.354069
1530,33.612789
1531,33.59164
1532,33.86694
1533,34.036392
1534,34.16346
1535,34.18462
1536,33.930473
1537,34.396446
1538,34.226994
1539,34.290531
1540,34.290531
1541,34.290531
1542,34.18462
1543,34.057541
1544,33.739876
1545,33.803406
1546,34.883575
1547,35.137779
1548,35.286003
1549,35.646065
1550,35.667274
1551,35.497826
1552,35.561363
1553,35.709595
1554,35.667274
1555,34.904797
1556,34.925945
1557,35.370766
1558,35.370766
1559,34.841259
1560,35.031857
1561,34.777714
1562,34.7565
1563,35.286003
1564,35.05302
1565,34.947113
1566,34.290531
1567,34.481201
1568,34.18462
1569,33.803406
1570,33.697495
1571,33.37981
1572,32.913853
1573,33.167988
1574,33.33744
1575,33.40097
1576,33.443348
1577,34.142311
1578,34.142311
1579,34.375286
1580,34.96833
1581,34.904797
1582,34.96833
1583,34.73534
1584,34.311749
1585,34.43882
1586,34.375286
1587,34.057541
1588,33.570419
1589,33.33744
1590,33.37981
1591,33.316292
1592,33.37981
1593,33.146835
1594,33.824566
1595,33.824566
1596,33.951702
1597,34.565895
1598,34.565895
1599,33.845787
1600,34.07877
1601,34.036392
1602,34.820038
1603,35.349533
1604,34.841259
1605,35.180092
1606,34.798874
1607,35.455452
1608,35.455452
1609,35.624901
1610,35.518982
1611,35.540203
1612,35.349533
1613,35.05302
1614,35.370766
1615,35.370766
1616,35.836662
1617,36.620373
1618,37.276951
1619,37.46756
1620,36.74744
1621,36.345009
1622,36.345009
1623,37.022808
1624,37.658154
1625,37.869984
1626,37.552299
1627,37.912365
1628,37.72155
1629,37.547802
1630,37.786694
1631,37.656399
1632,36.353382
1633,36.396832
1634,36.722557
1635,36.136257
1636,36.244789
1637,35.376156
1638,35.441299
1639,35.528133
1640,35.962521
1641,36.440289
1642,36.65741
1643,36.527122
1644,36.570572
1645,36.65741
1646,37.113499
1647,36.961445
1648,36.679108
1649,35.658497
1650,35.745327
1651,35.376156
1652,34.616043
1653,34.811535
1654,35.006977
1655,35.832165
1656,35.745327
1657,35.354454
1658,35.202419
1659,35.441299
1660,35.289314
1661,35.267555
1662,35.224102
1663,34.920078
1664,35.267555
1665,36.570572
1666,36.570572
1667,36.700859
1668,36.54882
1669,36.831154
1670,36.831154
1671,36.54882
1672,36.005905
1673,36.049358
1674,35.63673
1675,35.245861
1676,35.15897
1677,35.180714
1678,35.093815
1679,36.179642
1680,36.114502
1681,36.157955
1682,36.37508
1683,36.266552
1684,36.570572
1685,36.527122
1686,36.570572
1687,36.635715
1688,37.048344
1689,37.113499
1690,36.679108
1691,36.722557
1692,36.831154
1693,37.33062
1694,36.917988
1695,36.896297
1696,36.939751
1697,37.156876
1698,37.72155
1699,38.155869
1700,38.329609
1701,37.830078
1702,37.808388
1703,37.656399
1704,36.65741
1705,36.65741
1706,36.157955
1707,36.483669
1708,36.874611
1709,37.33062
1710,37.612953
1711,37.764935
1712,37.547802
1713,37.33062
1714,36.939751
1715,37.200329
1716,36.613964
1717,37.048344
1718,37.178638
1719,36.961445
1720,37.178638
1721,37.699787
1722,37.547802
1723,37.569511
1724,37.482662
1725,37.352367
1726,36.983124
1727,36.37508
1728,36.679108
1729,36.722557
1730,36.331688
1731,36.328876
1732,36.328876
1733,36.897858
1734,37.072945
1735,36.525822
1736,36.810345
1737,36.897858
1738,37.072945
1739,37.160526
1740,37.204239
1741,36.875992
1742,36.985428
1743,36.963509
1744,37.335606
1745,37.269882
1746,37.182381
1747,37.072945
1748,37.160526
1749,37.138596
1750,37.116734
1751,36.810345
1752,37.204239
1753,37.838936
1754,38.057755
1755,38.845608
1756,38.692455
1757,38.56115
1758,38.867538
1759,38.298492
1760,38.342281
1761,38.933189
1762,38.495495
1763,38.867538
1764,38.889408
1765,39.436523
1766,40.574554
1767,41.6688
1768,41.231064
1769,41.778179
1770,39.589695
1771,39.852356
1772,40.224377
1773,39.458393
1774,40.15873
1775,40.268173
1776,40.48698
1777,39.589695
1778,39.655407
1779,40.268173
1780,39.545963
1781,38.64867
1782,39.742908
1783,40.880947
1784,40.508904
1785,39.939857
1786,40.771503
1787,40.880947
1788,40.771503
1789,40.749638
1790,41.449932
1791,41.953266
1792,42.872429
1793,43.244526
1794,41.953266
1795,43.769722
1796,45.345432
1797,44.47007
1798,42.91621
1799,42.981865
1800,43.528992
1801,45.082832
1802,44.251198
1803,44.557583
1804,45.520531
1805,46.177082
1806,47.621449
1807,46.264603
1808,45.739338
1809,44.951546
1810,44.119896
1811,44.294983
1812,44.907757
1813,45.082832
1814,46.220814
1815,46.833591
1816,45.914421
1817,46.527203
1818,46.133289
1819,46.527203
1820,46.746067
1821,45.95821
1822,44.251198
1823,44.338703
1824,44.863964
1825,44.426281
1826,44.032314
1827,45.432961
1828,44.776455
1829,44.688866
1830,43.528992
1831,41.909546
1832,40.618286
1833,40.924679
1834,39.173927
1835,39.896126
1836,39.611614
1837,40.508904
1838,41.449932
1839,41.821957
1840,41.143543
1841,39.961784
1842,40.246246
1843,40.465115
1844,41.056038
1845,40.48698
1846,41.384277
1847,42.347229
1848,42.806774
1849,43.069435
1850,42.959995
1851,42.325302
1852,43.266396
1853,43.288254
1854,43.988586
1855,44.907757
1856,45.870693
1857,45.432961
1858,45.126568
1859,44.645157
1860,43.944809
1861,44.995262
1862,45.126568
1863,45.082832
1864,44.076103
1865,44.426281
1866,44.601368
1867,44.995262
1868,45.301647
1869,46.002003
1870,45.257866
1871,44.820179
1872,45.082832
1873,46.658497
